meter_id,customer_id,region,date,consumption_kwh,cost
1002,126,West,2023-07-16,34.13,170.65
1037,149,West,2023-02-02,13.75,68.75
1067,154,East,2023-10-10,40.1,200.5
1097,35,North,2023-09-22,22.81,114.05
1021,62,West,2023-07-24,13.74,68.7
1079,126,East,2023-04-22,23.17,115.85
1081,172,West,2023-01-07,7.33,36.65
1000,39,South,2023-03-18,28.75,143.75
1041,54,South,2023-07-16,25.87,129.35
1019,8,West,2023-03-23,41.84,209.2
1067,129,North,2023-11-21,7.81,39.05
1067,93,South,2023-09-16,6.07,30.35
1071,121,South,2023-01-03,21.62,108.1
1092,163,North,2023-10-08,44.8,224.0
1048,165,North,2023-10-06,39.07,195.35
1058,100,West,2023-09-01,9.99,49.95
1097,149,North,2023-12-25,37.58,187.9
1066,68,East,2023-05-28,19.63,98.15
1048,94,South,2023-05-20,17.68,88.4
1008,26,West,2023-01-18,7.79,38.95
1091,17,South,2023-02-11,40.58,202.9
1051,4,North,2023-07-20,49.96,249.8
1032,49,North,2023-03-30,25.85,129.25
1061,77,East,2023-12-17,21.99,109.95
1065,97,East,2023-04-04,26.82,134.1
1100,174,North,2023-10-07,41.38,206.9
1044,6,North,2023-08-20,40.14,200.7
1063,142,South,2023-03-22,42.71,213.55
1007,185,East,2023-11-15,40.78,203.9
1087,163,West,2023-10-16,7.2,36.0
1063,194,North,2023-06-25,48.44,242.2
1032,145,East,2023-05-27,33.82,169.1
1002,168,South,2023-10-16,24.3,121.5
1085,117,South,2023-11-28,5.94,29.7
1045,34,West,2023-05-08,17.02,85.1
1043,174,East,2023-02-07,41.88,209.4
1001,140,North,2023-07-29,16.76,83.8
1066,189,North,2023-09-12,41.69,208.45
1069,5,South,2023-01-30,32.23,161.15
1015,55,West,2023-03-05,17.98,89.9
1076,56,South,2023-10-01,32.7,163.5
1038,107,West,2023-06-19,19.89,99.45
1002,83,North,2023-05-25,23.73,118.65
1066,171,West,2023-09-29,7.2,36.0
1034,171,East,2023-12-30,19.14,95.7
1051,161,West,2023-08-20,33.68,168.4
1079,196,West,2023-12-17,47.14,235.7
1024,155,North,2023-06-26,9.55,47.75
1069,81,South,2023-07-22,23.35,116.75
1081,13,East,2023-07-07,26.3,131.5
1002,101,East,2023-07-19,48.06,240.3
1010,87,East,2023-01-14,47.77,238.85
1070,154,East,2023-12-12,47.15,235.75
1064,92,West,2023-08-09,35.0,175.0
1011,138,South,2023-08-08,6.53,32.65
1096,66,North,2023-04-11,47.85,239.25
1075,71,East,2023-05-11,45.77,228.85
1093,1,North,2023-02-16,25.25,126.25
1011,121,South,2023-08-12,44.18,220.9
1028,45,West,2023-07-13,42.78,213.9
1026,179,East,2023-04-05,23.81,119.05
1027,182,South,2023-10-13,44.67,223.35
1038,125,East,2023-05-21,11.61,58.05
1027,94,East,2023-08-18,42.91,214.55
1018,114,South,2023-04-08,41.08,205.4
1008,82,West,2023-04-30,23.36,116.8
1089,188,South,2023-10-30,47.49,237.45
1017,95,East,2023-02-02,30.32,151.6
1067,139,North,2023-11-11,47.32,236.6
1032,168,North,2023-02-22,9.27,46.35
1013,150,South,2023-11-29,18.44,92.2
1025,68,North,2023-04-25,23.31,116.55
1040,61,West,2023-12-15,42.67,213.35
1092,149,West,2023-01-02,25.71,128.55
1092,90,East,2023-11-14,36.91,184.55
1025,60,East,2023-04-11,36.72,183.6
1045,66,South,2023-12-14,18.37,91.85
1007,107,South,2023-01-19,36.18,180.9
1098,79,South,2023-04-27,41.89,209.45
1077,146,East,2023-04-24,8.02,40.1
1002,117,East,2023-08-04,44.66,223.3
1091,181,East,2023-05-14,20.1,100.5
1055,129,East,2023-01-13,37.96,189.8
1088,89,East,2023-03-12,36.84,184.2
1044,168,North,2023-07-07,37.98,189.9
1032,131,East,2023-05-26,42.54,212.7
1013,81,East,2023-07-14,14.85,74.25
1015,86,East,2023-07-21,10.59,52.95
1020,93,East,2023-01-16,45.93,229.65
1007,84,West,2023-10-02,38.24,191.2
1075,135,East,2023-01-15,12.89,64.45
1032,84,West,2023-04-16,10.97,54.85
1029,194,South,2023-01-24,46.38,231.9
1065,54,West,2023-07-25,46.35,231.75
1068,100,East,2023-05-30,13.58,67.9
1092,117,East,2023-03-09,36.52,182.6
1039,121,South,2023-01-31,48.36,241.8
1067,148,West,2023-07-30,14.41,72.05
1087,142,East,2023-05-04,42.01,210.05
1085,75,North,2023-02-12,23.19,115.95
1051,84,South,2023-04-28,29.95,149.75
1025,192,South,2023-10-01,27.91,139.55
1057,7,East,2023-07-16,22.61,113.05
1024,113,South,2023-05-19,40.86,204.3
1089,194,West,2023-09-09,11.77,58.85
1078,21,West,2023-05-31,22.56,112.8
1090,18,East,2023-10-22,18.64,93.2
1014,55,South,2023-01-26,43.31,216.55
1056,57,North,2023-05-02,35.26,176.3
1001,193,East,2023-01-01,27.37,136.85
1042,28,West,2023-09-10,28.99,144.95
1007,27,North,2023-01-01,31.1,155.5
1034,45,South,2023-10-22,31.6,158.0
1036,20,East,2023-03-03,31.03,155.15
1008,46,South,2023-03-27,41.76,208.8
1091,155,South,2023-06-26,5.59,27.95
1059,61,East,2023-02-27,15.57,77.85
1083,185,East,2023-07-07,44.63,223.15
1015,168,East,2023-04-11,38.97,194.85
1077,165,West,2023-05-23,36.9,184.5
1082,195,East,2023-10-31,14.57,72.85
1001,45,South,2023-07-18,37.6,188.0
1038,155,North,2023-05-21,34.49,172.45
1069,162,East,2023-08-25,48.88,244.4
1003,149,West,2023-05-28,47.91,239.55
1095,140,North,2023-03-10,16.82,84.1
1022,54,North,2023-04-07,12.67,63.35
1000,51,North,2023-06-15,16.23,81.15
1049,142,East,2023-08-07,41.85,209.25
1037,78,East,2023-11-11,35.4,177.0
1092,5,South,2023-02-19,13.68,68.4
1085,113,South,2023-07-05,48.79,243.95
1098,9,West,2023-07-15,33.9,169.5
1051,108,East,2023-04-21,47.42,237.1
1041,175,South,2023-06-11,47.21,236.05
1029,184,East,2023-09-22,14.22,71.1
1043,113,South,2023-05-04,38.53,192.65
1052,148,North,2023-10-23,13.32,66.6
1073,75,West,2023-04-03,45.24,226.2
1006,44,North,2023-03-03,29.39,146.95
1001,105,East,2023-06-12,32.46,162.3
1003,190,West,2023-12-17,41.83,209.15
1018,141,North,2023-10-28,26.04,130.2
1016,108,East,2023-07-14,38.93,194.65
1011,154,East,2023-05-02,22.11,110.55
1026,47,East,2023-09-13,24.07,120.35
1064,81,South,2023-08-02,6.25,31.25
1043,170,East,2023-10-04,35.21,176.05
1077,48,West,2023-07-02,26.68,133.4
1082,182,East,2023-05-15,24.93,124.65
1019,143,South,2023-06-26,9.52,47.6
1063,143,North,2023-07-30,40.24,201.2
1067,109,West,2023-11-23,34.67,173.35
1007,154,North,2023-12-30,22.88,114.4
1066,194,East,2023-09-09,9.06,45.3
1063,96,West,2023-03-17,14.08,70.4
1023,82,East,2023-11-28,39.77,198.85
1073,109,North,2023-05-20,5.1,25.5
1026,58,North,2023-01-01,5.49,27.45
1041,39,North,2023-09-24,40.25,201.25
1002,54,North,2023-12-04,32.19,160.95
1074,2,South,2023-08-19,47.12,235.6
1074,102,North,2023-05-01,28.02,140.1
1081,93,North,2023-05-07,37.96,189.8
1019,36,South,2023-06-03,41.75,208.75
1001,14,North,2023-06-03,15.85,79.25
1022,174,North,2023-06-17,40.05,200.25
1074,133,West,2023-02-23,40.96,204.8
1037,143,West,2023-07-11,10.44,52.2
1035,177,West,2023-04-01,42.04,210.2
1047,85,East,2023-07-22,21.82,109.1
1007,143,North,2023-12-13,39.77,198.85
1044,198,North,2023-06-21,28.23,141.15
1061,10,South,2023-04-17,8.06,40.3
1078,33,South,2023-02-21,44.88,224.4
1005,30,North,2023-05-15,33.28,166.4
1079,73,South,2023-09-13,39.95,199.75
1073,142,West,2023-09-03,40.59,202.95
1036,65,West,2023-12-14,28.74,143.7
1048,112,West,2023-05-21,39.38,196.9
1066,145,West,2023-02-03,35.11,175.55
1061,77,East,2023-11-06,5.7,28.5
1004,181,South,2023-05-09,32.0,160.0
1099,119,North,2023-10-06,29.66,148.3
1067,99,East,2023-04-09,24.98,124.9
1068,107,South,2023-04-29,41.85,209.25
1095,68,South,2023-07-30,10.45,52.25
1084,86,North,2023-07-06,29.88,149.4
1075,143,North,2023-06-27,46.34,231.7
1057,65,North,2023-01-20,40.59,202.95
1040,97,South,2023-10-15,39.94,199.7
1075,45,North,2023-11-16,8.8,44.0
1031,69,South,2023-12-02,46.07,230.35
1060,113,North,2023-11-17,30.88,154.4
1011,111,West,2023-12-21,31.62,158.1
1072,81,North,2023-10-02,8.19,40.95
1080,173,East,2023-10-04,39.71,198.55
1002,144,East,2023-09-27,31.27,156.35
1073,109,North,2023-12-30,12.41,62.05
1091,4,East,2023-01-30,30.14,150.7
1091,5,South,2023-07-02,36.14,180.7
1085,78,West,2023-06-30,32.45,162.25
1005,98,North,2023-02-01,28.58,142.9
1086,82,West,2023-11-17,19.93,99.65
1096,98,South,2023-06-03,49.41,247.05
1070,183,East,2023-04-29,5.01,25.05
1076,156,South,2023-01-30,14.08,70.4
1002,146,West,2023-05-07,16.05,80.25
1006,87,South,2023-03-11,42.73,213.65
1070,69,East,2023-09-12,18.26,91.3
1078,43,East,2023-11-03,23.91,119.55
1030,172,East,2023-02-27,5.89,29.45
1064,112,South,2023-10-19,22.05,110.25
1060,51,West,2023-01-25,22.57,112.85
1026,150,North,2023-11-25,24.79,123.95
1079,159,North,2023-07-04,11.31,56.55
1005,120,East,2023-11-26,25.28,126.4
1039,13,East,2023-07-18,24.7,123.5
1060,155,South,2023-02-11,19.95,99.75
1087,119,North,2023-01-30,40.33,201.65
1073,187,North,2023-08-08,26.08,130.4
1047,199,West,2023-04-06,16.94,84.7
1089,21,East,2023-08-02,10.38,51.9
1010,107,West,2023-03-14,25.67,128.35
1025,47,East,2023-10-25,36.0,180.0
1039,39,East,2023-08-07,20.42,102.1
1074,127,West,2023-01-20,29.24,146.2
1041,170,North,2023-03-21,11.81,59.05
1001,53,South,2023-11-04,13.18,65.9
1081,26,South,2023-03-14,24.8,124.0
1032,140,West,2023-03-03,17.17,85.85
1052,77,South,2023-07-24,44.34,221.7
1057,183,South,2023-10-22,26.88,134.4
1051,98,West,2023-10-19,36.44,182.2
1046,185,North,2023-07-01,45.59,227.95
1084,174,East,2023-05-11,30.88,154.4
1065,2,South,2023-07-21,30.52,152.6
1036,96,South,2023-03-18,45.99,229.95
1075,68,North,2023-05-18,22.09,110.45
1010,198,South,2023-10-04,18.01,90.05
1013,66,North,2023-10-09,47.57,237.85
1045,115,East,2023-09-06,44.12,220.6
1087,200,South,2023-07-21,30.71,153.55
1093,23,North,2023-09-14,42.74,213.7
1100,170,West,2023-03-30,41.65,208.25
1007,66,North,2023-04-15,47.92,239.6
1077,181,South,2023-01-24,37.04,185.2
1049,147,East,2023-06-24,10.69,53.45
1013,37,West,2023-05-02,33.32,166.6
1095,11,North,2023-01-05,36.2,181.0
1079,97,North,2023-05-25,49.32,246.6
1066,176,West,2023-02-22,38.72,193.6
1048,194,South,2023-12-30,34.83,174.15
1036,135,East,2023-02-11,9.16,45.8
1036,153,West,2023-12-05,22.71,113.55
1058,141,West,2023-01-26,43.75,218.75
1056,149,West,2023-07-19,29.25,146.25
1094,86,South,2023-04-05,5.62,28.1
1039,45,East,2023-02-25,24.18,120.9
1058,193,East,2023-07-10,16.22,81.1
1001,196,East,2023-08-30,35.57,177.85
1028,168,North,2023-10-11,7.12,35.6
1008,139,East,2023-09-06,21.43,107.15
1032,117,West,2023-10-28,6.95,34.75
1045,68,South,2023-08-18,48.83,244.15
1045,30,East,2023-02-23,29.19,145.95
1083,129,South,2023-07-30,37.4,187.0
1059,73,West,2023-09-07,17.07,85.35
1011,57,South,2023-03-19,9.24,46.2
1032,16,West,2023-02-03,28.45,142.25
1033,194,West,2023-07-14,17.31,86.55
1002,61,South,2023-03-26,12.64,63.2
1085,197,South,2023-02-12,46.5,232.5
1070,106,North,2023-10-24,8.08,40.4
1029,129,East,2023-08-25,8.43,42.15
1045,41,East,2023-02-07,41.83,209.15
1088,141,West,2023-08-02,14.31,71.55
1070,186,North,2023-05-31,34.19,170.95
1073,82,West,2023-10-19,11.23,56.15
1037,78,East,2023-03-28,8.83,44.15
1066,163,South,2023-09-16,38.64,193.2
1057,193,West,2023-10-14,35.9,179.5
1059,78,East,2023-03-21,10.52,52.6
1054,175,South,2023-07-02,32.83,164.15
1094,2,South,2023-09-06,29.86,149.3
1004,75,West,2023-03-04,6.08,30.4
1085,105,East,2023-05-06,35.54,177.7
1052,112,South,2023-04-16,6.81,34.05
1045,76,West,2023-07-17,30.32,151.6
1037,143,East,2023-11-26,5.25,26.25
1045,160,West,2023-08-06,44.05,220.25
1051,77,South,2023-01-20,18.55,92.75
1051,1,West,2023-04-06,7.42,37.1
1048,68,West,2023-08-13,26.79,133.95
1004,107,North,2023-11-26,16.46,82.3
1062,123,West,2023-07-09,45.55,227.75
1041,193,East,2023-02-24,49.14,245.7
1020,11,South,2023-05-26,10.6,53.0
1032,160,East,2023-12-24,28.98,144.9
1061,160,West,2023-11-24,14.8,74.0
1098,161,West,2023-02-21,8.09,40.45
1015,30,North,2023-05-19,9.96,49.8
1006,180,East,2023-04-22,15.07,75.35
1088,65,South,2023-04-06,42.91,214.55
1098,102,South,2023-07-30,49.41,247.05
1082,94,North,2023-08-28,36.56,182.8
1082,128,East,2023-11-14,45.54,227.7
1036,148,South,2023-08-16,48.4,242.0
1073,29,South,2023-06-08,43.32,216.6
1069,111,West,2023-06-09,25.93,129.65
1075,113,West,2023-03-12,5.67,28.35
1090,78,West,2023-08-22,16.12,80.6
1039,188,West,2023-04-28,28.11,140.55
1025,64,South,2023-08-22,8.29,41.45
1085,107,East,2023-12-01,15.6,78.0
1079,121,South,2023-07-31,26.47,132.35
1026,69,North,2023-10-11,10.21,51.05
1040,83,South,2023-07-17,11.18,55.9
1070,109,North,2023-01-31,9.72,48.6
1084,56,West,2023-08-19,20.09,100.45
1004,12,West,2023-04-22,13.45,67.25
1002,98,West,2023-05-30,40.5,202.5
1043,197,North,2023-12-16,49.13,245.65
1005,192,South,2023-04-08,28.95,144.75
1021,96,South,2023-04-14,26.23,131.15
1089,141,West,2023-12-11,47.64,238.2
1029,59,North,2023-11-08,27.35,136.75
1079,70,South,2023-07-04,33.19,165.95
1037,11,East,2023-03-14,39.15,195.75
1049,82,West,2023-03-22,18.87,94.35
1014,105,South,2023-04-27,32.68,163.4
1068,128,West,2023-07-25,43.51,217.55
1094,41,East,2023-09-11,43.4,217.0
1071,109,West,2023-09-18,32.2,161.0
1082,33,South,2023-02-18,30.18,150.9
1058,146,West,2023-03-03,22.41,112.05
1038,150,South,2023-11-01,44.79,223.95
1013,53,West,2023-04-06,15.79,78.95
1007,63,North,2023-02-01,5.13,25.65
1014,137,East,2023-08-07,30.48,152.4
1026,168,North,2023-08-17,7.53,37.65
1064,70,North,2023-06-02,40.22,201.1
1039,120,South,2023-08-20,27.86,139.3
1042,45,North,2023-09-16,39.89,199.45
1050,2,South,2023-02-13,45.41,227.05
1032,152,South,2023-07-05,9.22,46.1
1012,114,West,2023-12-02,8.79,43.95
1003,187,South,2023-04-25,24.29,121.45
1029,112,North,2023-11-15,11.56,57.8
1035,196,North,2023-08-26,49.51,247.55
1077,86,East,2023-07-22,41.67,208.35
1049,131,North,2023-01-21,29.76,148.8
1030,16,West,2023-09-11,32.52,162.6
1022,83,North,2023-11-23,6.85,34.25
1084,79,East,2023-11-01,6.9,34.5
1038,51,South,2023-08-14,29.96,149.8
1008,35,East,2023-12-16,44.73,223.65
1099,56,South,2023-04-28,13.02,65.1
1012,33,East,2023-11-27,30.28,151.4
1057,162,South,2023-07-11,48.75,243.75
1021,120,West,2023-04-26,14.78,73.9
1056,186,East,2023-07-19,20.67,103.35
1007,68,West,2023-07-01,10.61,53.05
1058,2,South,2023-06-15,28.04,140.2
1020,42,East,2023-04-20,44.06,220.3
1003,64,South,2023-06-22,14.39,71.95
1025,16,North,2023-02-19,47.18,235.9
1007,107,South,2023-12-02,37.6,188.0
1034,160,East,2023-07-06,38.45,192.25
1029,55,West,2023-05-25,21.27,106.35
1038,54,West,2023-06-07,30.69,153.45
1067,48,West,2023-02-27,47.75,238.75
1004,70,West,2023-01-08,19.87,99.35
1041,98,East,2023-03-04,29.15,145.75
1097,84,East,2023-01-07,22.42,112.1
1023,5,West,2023-10-24,39.71,198.55
1008,1,East,2023-05-23,21.91,109.55
1082,79,South,2023-08-06,46.17,230.85
1070,3,South,2023-06-02,6.11,30.55
1015,30,West,2023-05-16,27.96,139.8
1020,12,West,2023-05-31,20.05,100.25
1073,67,North,2023-11-23,35.01,175.05
1100,29,South,2023-01-17,21.71,108.55
1094,90,South,2023-11-10,18.51,92.55
1014,92,West,2023-06-07,13.22,66.1
1002,197,South,2023-02-18,5.08,25.4
1084,134,West,2023-09-12,24.05,120.25
1067,172,West,2023-04-01,35.61,178.05
1088,122,West,2023-05-10,10.44,52.2
1090,114,North,2023-01-25,34.57,172.85
1018,61,West,2023-02-05,9.88,49.4
1085,147,East,2023-02-02,17.38,86.9
1076,83,East,2023-08-14,28.06,140.3
1070,54,South,2023-08-05,18.89,94.45
1071,67,East,2023-10-16,27.86,139.3
1047,133,East,2023-06-19,41.64,208.2
1090,2,East,2023-02-06,45.96,229.8
1025,58,North,2023-10-30,48.34,241.7
1020,96,North,2023-01-19,38.68,193.4
1059,100,East,2023-07-05,6.74,33.7
1001,185,East,2023-07-29,14.65,73.25
1096,3,South,2023-05-09,17.07,85.35
1054,116,West,2023-01-20,5.76,28.8
1064,69,North,2023-07-16,25.65,128.25
1042,25,East,2023-07-07,32.01,160.05
1033,173,North,2023-08-24,5.73,28.65
1089,36,North,2023-03-29,12.38,61.9
1085,189,West,2023-10-12,47.48,237.4
1014,200,West,2023-08-08,41.91,209.55
1019,151,West,2023-08-22,45.06,225.3
1087,73,South,2023-08-16,38.94,194.7
1015,91,East,2023-07-05,22.53,112.65
1068,122,North,2023-01-23,23.12,115.6
1063,72,West,2023-02-25,11.13,55.65
1070,160,South,2023-12-08,27.74,138.7
1098,31,West,2023-07-29,32.21,161.05
1082,62,North,2023-09-15,46.17,230.85
1084,72,West,2023-07-22,39.03,195.15
1040,29,East,2023-05-11,21.46,107.3
1073,34,North,2023-08-05,9.3,46.5
1025,24,South,2023-09-04,35.78,178.9
1007,126,East,2023-06-30,34.12,170.6
1081,31,South,2023-08-06,23.9,119.5
1080,149,East,2023-03-12,17.64,88.2
1009,155,South,2023-09-11,17.86,89.3
1076,103,East,2023-08-08,38.58,192.9
1099,8,West,2023-07-13,45.05,225.25
1069,91,West,2023-11-11,10.08,50.4
1056,147,West,2023-03-08,30.5,152.5
1015,103,North,2023-03-04,7.02,35.1
1018,113,North,2023-07-29,31.94,159.7
1001,152,East,2023-11-19,42.39,211.95
1050,146,South,2023-11-25,35.24,176.2
1061,22,East,2023-07-03,15.03,75.15
1041,98,East,2023-08-20,41.65,208.25
1005,1,West,2023-01-14,13.18,65.9
1018,109,West,2023-08-04,18.04,90.2
1010,101,East,2023-04-12,49.17,245.85
1089,192,East,2023-06-23,7.45,37.25
1044,71,South,2023-10-29,33.39,166.95
1036,142,North,2023-12-27,21.81,109.05
1060,17,North,2023-03-02,23.9,119.5
1082,166,South,2023-02-22,19.42,97.1
1069,179,North,2023-08-10,41.29,206.45
1036,43,North,2023-06-26,17.02,85.1
1004,192,West,2023-08-20,32.04,160.2
1056,153,North,2023-08-06,12.63,63.15
1005,16,South,2023-08-07,49.49,247.45
1087,85,North,2023-06-25,40.16,200.8
1050,157,North,2023-02-22,33.37,166.85
1084,74,North,2023-06-25,14.08,70.4
1095,100,South,2023-03-18,30.48,152.4
1046,17,South,2023-01-11,14.92,74.6
1098,170,South,2023-08-31,46.25,231.25
1062,85,West,2023-08-31,41.24,206.2
1037,103,North,2023-07-24,23.18,115.9
1094,64,North,2023-04-24,9.03,45.15
1037,199,East,2023-03-30,30.17,150.85
1011,179,South,2023-08-28,42.03,210.15
1029,195,South,2023-01-19,37.14,185.7
1027,158,West,2023-12-27,32.49,162.45
1044,12,South,2023-11-19,19.34,96.7
1069,97,South,2023-12-06,17.67,88.35
1004,145,South,2023-02-23,40.9,204.5
1090,113,West,2023-06-14,40.47,202.35
1035,119,North,2023-06-14,25.2,126.0
1014,52,South,2023-05-20,46.95,234.75
1045,62,West,2023-01-13,27.37,136.85
1094,30,South,2023-08-16,16.99,84.95
1053,37,West,2023-11-09,16.93,84.65
1090,187,East,2023-06-10,40.98,204.9
1080,52,West,2023-05-01,37.85,189.25
1072,34,South,2023-10-20,41.59,207.95
1062,65,North,2023-02-27,12.27,61.35
1014,184,West,2023-01-12,14.91,74.55
1042,43,North,2023-09-17,11.89,59.45
1093,194,East,2023-04-11,15.08,75.4
1091,90,South,2023-12-04,9.44,47.2
1058,194,North,2023-04-01,32.71,163.55
1003,87,West,2023-07-10,26.06,130.3
1054,138,East,2023-05-31,48.28,241.4
1027,150,West,2023-09-26,18.09,90.45
1054,42,East,2023-05-31,22.41,112.05
1044,106,South,2023-11-08,48.96,244.8
1062,34,East,2023-08-13,22.09,110.45
1014,2,East,2023-02-18,42.67,213.35
1049,163,West,2023-11-15,23.56,117.8
1060,72,South,2023-07-22,45.01,225.05
1057,74,West,2023-01-19,7.69,38.45
1009,156,South,2023-02-10,40.0,200.0
1068,75,West,2023-10-21,40.5,202.5
1094,20,East,2023-01-16,29.53,147.65
1031,7,East,2023-02-25,16.89,84.45
1089,124,East,2023-04-30,28.42,142.1
1035,63,South,2023-07-08,25.29,126.45
1097,137,West,2023-02-06,30.89,154.45
1021,16,North,2023-10-31,32.91,164.55
1069,139,East,2023-08-31,20.61,103.05
1084,57,North,2023-01-10,30.2,151.0
1013,139,South,2023-10-11,41.9,209.5
1030,86,South,2023-03-19,22.71,113.55
1055,126,West,2023-05-21,41.75,208.75
1075,153,West,2023-02-04,36.27,181.35
1091,93,East,2023-03-05,26.44,132.2
1080,191,East,2023-05-05,25.47,127.35
1014,160,East,2023-04-27,37.24,186.2
1096,127,South,2023-03-12,30.48,152.4
1044,120,South,2023-03-23,9.73,48.65
1050,23,East,2023-04-18,22.86,114.3
1043,152,East,2023-01-03,24.26,121.3
1070,79,North,2023-03-31,14.26,71.3
1073,94,East,2023-06-07,45.01,225.05
1029,26,North,2023-07-04,29.73,148.65
1002,184,West,2023-04-04,37.85,189.25
1068,25,West,2023-07-11,13.54,67.7
1066,104,North,2023-12-11,14.67,73.35
1076,195,East,2023-07-13,15.15,75.75
1013,184,South,2023-05-20,30.53,152.65
1048,66,West,2023-02-20,33.8,169.0
1026,69,West,2023-05-01,33.94,169.7
1004,16,West,2023-06-20,47.83,239.15
1050,70,East,2023-01-02,22.47,112.35
1062,199,North,2023-12-12,11.34,56.7
1052,168,South,2023-06-22,30.03,150.15
1083,33,West,2023-10-13,30.35,151.75
1029,156,East,2023-05-25,8.63,43.15
1003,137,East,2023-05-12,12.05,60.25
1056,95,South,2023-07-07,31.57,157.85
1012,157,West,2023-11-30,27.47,137.35
1016,166,West,2023-05-31,13.19,65.95
1016,152,North,2023-10-27,38.9,194.5
1065,175,South,2023-05-10,39.93,199.65
1040,77,West,2023-01-25,16.06,80.3
1051,102,West,2023-11-14,12.75,63.75
1083,1,North,2023-05-02,9.5,47.5
1088,18,East,2023-07-11,40.03,200.15
1028,89,North,2023-02-06,10.43,52.15
1099,153,West,2023-06-03,33.06,165.3
1057,119,East,2023-02-16,26.11,130.55
1088,168,East,2023-11-14,39.57,197.85
1025,97,East,2023-12-29,47.67,238.35
1000,132,West,2023-04-01,35.86,179.3
1034,96,West,2023-06-08,22.84,114.2
1084,187,North,2023-11-20,39.78,198.9
1036,32,West,2023-06-22,48.0,240.0
1074,196,East,2023-11-01,26.37,131.85
1065,115,East,2023-06-05,28.5,142.5
1016,187,East,2023-06-06,22.88,114.4
1044,35,East,2023-08-28,14.84,74.2
1002,61,South,2023-10-14,39.47,197.35
1041,159,South,2023-05-14,49.14,245.7
1059,47,East,2023-06-10,44.45,222.25
1047,48,North,2023-12-30,17.95,89.75
1100,59,West,2023-09-22,20.79,103.95
1081,199,South,2023-06-02,12.22,61.1
1026,134,North,2023-05-30,14.77,73.85
1096,112,South,2023-07-23,5.63,28.15
1019,126,East,2023-02-20,16.52,82.6
1013,47,South,2023-01-03,25.08,125.4
1086,64,South,2023-09-27,19.7,98.5
1007,123,South,2023-11-10,31.88,159.4
1024,43,South,2023-02-14,20.91,104.55
1025,186,South,2023-02-22,10.34,51.7
1084,169,South,2023-05-15,22.19,110.95
1087,15,North,2023-09-21,22.36,111.8
1092,80,South,2023-07-31,5.38,26.9
1098,19,East,2023-11-28,16.55,82.75
1019,151,South,2023-12-13,35.23,176.15
1072,182,North,2023-02-11,20.1,100.5
1002,21,South,2023-08-03,42.52,212.6
1074,191,North,2023-11-20,40.35,201.75
1092,3,East,2023-12-03,23.96,119.8
1000,173,South,2023-10-24,14.97,74.85
1027,99,South,2023-01-31,42.61,213.05
1061,75,North,2023-03-06,10.47,52.35
1062,68,West,2023-02-09,34.64,173.2
1015,160,North,2023-10-06,35.19,175.95
1078,75,West,2023-10-24,43.7,218.5
1004,153,North,2023-05-25,20.66,103.3
1055,64,East,2023-10-31,29.41,147.05
1000,2,East,2023-08-25,32.28,161.4
1094,123,West,2023-06-04,30.18,150.9
1077,175,West,2023-02-06,15.47,77.35
1084,116,West,2023-04-09,34.07,170.35
1035,110,West,2023-06-27,18.99,94.95
1018,99,North,2023-06-26,26.16,130.8
1079,41,North,2023-09-18,42.49,212.45
1023,63,South,2023-04-29,37.3,186.5
1095,177,East,2023-03-03,17.06,85.3
1002,61,East,2023-08-18,22.51,112.55
1055,115,South,2023-01-26,27.06,135.3
1099,174,North,2023-11-03,32.77,163.85
1002,76,South,2023-05-03,11.7,58.5
1060,151,South,2023-07-03,21.18,105.9
1064,54,East,2023-03-04,49.84,249.2
1072,39,South,2023-11-30,31.87,159.35
1001,29,South,2023-12-31,45.09,225.45
1035,85,South,2023-02-12,34.36,171.8
1099,54,North,2023-02-11,20.35,101.75
1062,61,North,2023-05-16,25.62,128.1
1045,150,East,2023-04-01,10.88,54.4
1097,119,North,2023-02-17,11.2,56.0
1052,141,West,2023-07-19,38.86,194.3
1085,172,East,2023-08-05,46.59,232.95
1071,25,South,2023-10-04,40.65,203.25
1041,162,East,2023-03-08,13.59,67.95
1001,43,West,2023-12-11,23.13,115.65
1086,139,West,2023-03-25,29.28,146.4
1010,85,West,2023-08-08,11.55,57.75
1020,75,West,2023-10-24,20.0,100.0
1089,183,South,2023-08-04,48.12,240.6
1076,142,South,2023-02-27,12.61,63.05
1008,195,West,2023-03-23,34.82,174.1
1005,197,East,2023-10-04,8.79,43.95
1064,165,West,2023-05-17,24.94,124.7
1085,44,East,2023-02-09,20.35,101.75
1038,54,South,2023-11-19,32.62,163.1
1003,198,East,2023-03-30,31.7,158.5
1003,3,West,2023-04-13,10.76,53.8
1042,74,North,2023-04-20,28.17,140.85
1030,64,North,2023-02-04,18.07,90.35
1063,143,North,2023-04-04,7.01,35.05
1091,7,South,2023-02-05,22.52,112.6
1093,131,North,2023-09-24,38.98,194.9
1080,60,West,2023-11-18,7.16,35.8
1028,19,East,2023-12-16,5.51,27.55
1026,176,South,2023-03-27,21.68,108.4
1081,83,South,2023-07-05,46.55,232.75
1072,89,South,2023-05-02,46.43,232.15
1003,98,West,2023-03-01,35.1,175.5
1050,92,North,2023-09-23,28.57,142.85
1081,116,West,2023-08-02,15.2,76.0
1031,197,East,2023-07-16,35.54,177.7
1098,36,East,2023-10-17,48.18,240.9
1043,40,East,2023-06-12,37.4,187.0
